sentence_id,sentence,instance_form_long,instance_form,instance_lemma,comp1_id,comp1_form,comp1_feats,comp1_lemma,comp2_id,comp2_form,comp2_feats,comp2_lemma,manual_annotation,comment,gpt1,gemma1
11338794,"Wittyl õnnestus lüüa kanadalannast sprinditähte Catriona LeMay Doani 0 , 32 sekundiga .",kanadalannast sprinditähte catriona lemay doani,kanadalannast sprinditähte,kanadalannast sprinditäht,4,kanadalannast,sg el,kanadalanna,5,sprinditähte,sg p,sprinditäht,elative_attribute,,elative_attribute,elative_attribute
3799647,Mängu- ja atraktsioonijuhtidena käib pargist suvega läbi 200 noort tööotsijat .,pargist suvega,pargist suvega,pargist suvi,5,pargist,sg el,park,6,suvega,sg kom,suvi,error,syntax,other,other
10372659,Need on kaks täispuhutavat kummist hüppebatuuti ja vaateratas .,need on kaks täispuhutavat kummist hüppebatuuti ja vaateratas .,kummist hüppebatuuti,kummist hüppebatuut,5,kummist,sg el,kumm,6,hüppebatuuti,sg p,hüppebatuut,elative_material,,elative_material,elative_material
9518239,Palgatõusust põhiosa moodustavaks kohtunike palga tõusuks planeeris justiitsministeerium juba varakult käesoleva aasta eelarvesse 7 miljonit krooni .,palgatõusust põhiosa,palgatõusust põhiosa,palgatõusust põhiosa,1,palgatõusust,sg el,palgatõus,2,põhiosa,sg n,põhiosa,other,weird syntax,other,other
3187982,"Klaasist relvakapp elutoaseinal , võrgust vahesein , kaitsevärvides diivanipadjad .","klaasist relvakapp elutoaseinal , võrgust vahesein , kaitsevärvides diivanipadjad .",klaasist relvakapp,klaasist relvakapp,1,klaasist,sg el,klaas,2,relvakapp,sg n,relvakapp,elative_material,,elative_material,elative_material
2587513,"Tallinna Keskhaigla juures tegutseva antiraabilise kabineti arst Olga Priimann ütles , et viimati registreeriti Eestis loomahammustusest marutaudi nakatumise juhtum 1986. aastal .",loomahammustusest marutaudi,loomahammustusest marutaudi,loomahammustusest marutaud,16,loomahammustusest,sg el,loomahammustus,17,marutaudi,sg g,marutaud,error,syntax,other,other
13564477,Praktikust žüriiliikme Andrus Vaariku sõnul polnud valiku tegemine raske .,praktikust žüriiliikme andrus vaariku,praktikust žüriiliikme,praktikust žüriiliige,1,praktikust,sg el,praktik,2,žüriiliikme,sg g,žüriiliige,elative_attribute,,elative_attribute,elative_attribute
13347836,Suurima siseveekogude pindalaga riigid Riik Protsent riigi kogupindalast Siseveekogude pindala ( km2 ),riigi kogupindalast siseveekogude,kogupindalast siseveekogude,kogupindalast siseveekogu,8,kogupindalast,sg el,kogupindala,9,siseveekogude,pl g,siseveekogu,other,ellips,other,other
5556718,"Kaduma läksid Posh Spice'i topid ja miniseelikud , firmapesu ja bikiinid ning paljud perekondlikult armsad asjakesed , muu hulgas lapsukese pilt koos esimese juuksekiharaga ning kuldraamis perefoto ühes jalgpallurist abikaasa David Beckhami ja Brooklyniga , mis oli Victoriale kingitud valentinipäevaks .","ühes jalgpallurist abikaasa david beckhami ja brooklyniga , mis oli victoriale kingitud valentinipäevaks",jalgpallurist abikaasa,jalgpallurist abikaasa,29,jalgpallurist,sg el,jalgpallur,30,abikaasa,sg g,abikaasa,elative_attribute,,elative_attribute,elative_attribute
11903851,"Kaotajate paremad olid bosnialasest äär Abdurahman Kahrimanovic 18 , Edvard Nikitovic 17 ja Primoz Kobale 16 silmaga .","bosnialasest äär abdurahman kahrimanovic 18 , edvard nikitovic 17 ja primoz kobale 16 silmaga",bosnialasest äär,bosnialasest äär,4,bosnialasest,sg el,bosnialas,5,äär,sg n,äär,elative_attribute,,elative_attribute,elative_attribute
10633555,"Toimetusele on teateid tulnud , et Harju-Jaani õpetaja Normann kantslist maaliidu hääks kihutustööd teeb .",kantslist maaliidu,kantslist maaliidu,kantslist maaliit,10,kantslist,sg el,kantsel,11,maaliidu,sg g,maaliit,error,syntax,other,other
12196752,"Mõni kuu enne esinemist ei teatud diskotähest õieti midagi , aga sama aasta kevadel tehtud ajalehe- , raadio- ja TV-programmidest sai Indra tuntuks ja teda peeti parimaks väliseestlasest lauljaks .",parimaks väliseestlasest lauljaks,väliseestlasest lauljaks,väliseestlasest laulja,28,väliseestlasest,sg el,väliseestlane,29,lauljaks,sg tr,laulja,elative_attribute,,elative_attribute,elative_attribute
5376458,""" Sõiduautost ei saanud enam kedagi välja tirida , "" lisab kiirabitöötajast abikaasa .",kiirabitöötajast abikaasa,kiirabitöötajast abikaasa,kiirabitöötajast abikaasa,12,kiirabitöötajast,sg el,kiirabitöötaja,13,abikaasa,sg n,abikaasa,elative_attribute,,elative_attribute,elative_attribute
1869474,"Kujunenud on vastuoluline olukord : isamaalasest valitsusjuht Guntars Krasts kinnitab Euroopale , et kodakondsuskü-simuste alal tehakse kõik , mis võimalik , ning samal ajal võitleb tema erakond aktiivselt nendesamade Euroopa nõutud seaduseparanduste vastu .",isamaalasest valitsusjuht guntars krasts,isamaalasest valitsusjuht,isamaalasest valitsusjuht,6,isamaalasest,sg el,isamaalane,7,valitsusjuht,sg n,valitsusjuht,elative_attribute,,elative_attribute,elative_attribute
12337049,"Korvpallis ei ole kunagi stampsituatsioone , mis korduksid päevast päeva , nädalast nädalasse või kuust kuusse .",", nädalast nädalasse või kuust",nädalast nädalasse,nädalast nädal,12,nädalast,sg el,nädal,13,nädalasse,sg ill,nädal,other,KUST KUHU,other,other
8482893,Vene laevastik võttis relvastusest maha neli vanemat tüüpi Kiiev-klassist lennukikandjat .,neli vanemat tüüpi kiiev-klassist lennukikandjat,kiiev-klassist lennukikandjat,kiiev-klassist lennukikandja,9,kiiev-klassist,sg el,Kiiev-klass,10,lennukikandjat,sg p,lennukikandja,other,collective,other,other
12773358,"Mida iganes kanadalasest vormelipiloot Alex Tagliani ka ei teeks , tema mõtted lähevad ikka ja jälle tagasi ühte kohta - laupäevasele CART võidusõidusarja Saksamaa etapile , kus hea sõber Alex Zanardi kohutavas avariis mõlemad jalad kaotas .",kanadalasest vormelipiloot alex tagliani,kanadalasest vormelipiloot,kanadalasest vormelipiloot,3,kanadalasest,sg el,kanadalane,4,vormelipiloot,sg n,vormelipiloot,elative_attribute,,elative_attribute,elative_attribute
15940035,"Palju tööd oli mängu hispaanlasest kohtunikul Garcia Arandal , kes 90 . minutil eemaldas teise hoiatuse tõttu Interi kaitsja Salvatore Fresi .","palju tööd oli mängu hispaanlasest kohtunikul garcia arandal , kes 90 . minutil eemaldas teise hoiatuse tõttu interi kaitsja salvatore fresi .",hispaanlasest kohtunikul,hispaanlasest kohtunik,5,hispaanlasest,sg el,hispaanlane,6,kohtunikul,sg ad,kohtunik,elative_attribute,,elative_attribute,elative_attribute
15402746,Su kriitikast kristluse suhtes kumab see ju täitsa läbi ?,su kriitikast kristluse suhtes,kriitikast kristluse,kriitikast kristlus,2,kriitikast,sg el,kriitika,3,kristluse,sg g,kristlus,error,syntax,other,other
5897444,"Eesti on kriisipiirkonda saanud 15-liikmelise päästemeeskonna , samuti viibib ÜRO egiidi all Indoneesias üks eesti arst ning Tais kolm tuvastuseksperdist politseinikku .",ning tais kolm tuvastuseksperdist politseinikku,tuvastuseksperdist politseinikku,tuvastuseksperdist politseinik,20,tuvastuseksperdist,sg el,tuvastusekspert,21,politseinikku,sg p,politseinik,elative_attribute,,elative_attribute,elative_attribute
14083344,"Vahemärkusena olgu öeldud , et Davidi lauljahakatisest naine ei olnud asjade sellise arengu üle just rõõmus miks peab mu mees Jordani numbrit kandma ?",davidi lauljahakatisest naine,lauljahakatisest naine,lauljahakatisest naine,7,lauljahakatisest,sg el,lauljahakatis,8,naine,sg n,naine,elative_attribute,,elative_attribute,other
2369520,Veebruaris loovutatakse Focuse mudeliseeria esimene võimsaim eksemplar RS eestlasest ralliässale Markko Märtinile .,rs eestlasest ralliässale markko märtinile,eestlasest ralliässale,eestlasest ralliäss,9,eestlasest,sg el,eestlane,10,ralliässale,sg all,ralliäss,elative_attribute,,elative_attribute,elative_attribute
12466420,"“ Leidsime oma Nokia ja lasime lood paljude toetajate abiga CD-le pressida , ” selgitas ansambli liider Oleg Sõlg pillimehest regionaalministrile Toivo Asmerile .",pillimehest regionaalministrile toivo asmerile,pillimehest regionaalministrile,pillimehest regionaalminister,20,pillimehest,sg el,pillimees,21,regionaalministrile,sg all,regionaalminister,elative_attribute,,elative_attribute,elative_attribute
12155800,KORVPALL Balti liigas viimasel kohal asuv Pirita BM korvpalliklubi täiendas meeskonda leedulasest keskmängija Saulius Dumbliauskase ja noore Eesti tagamehe Joosep Poklaga .,leedulasest keskmängija saulius dumbliauskase ja noore eesti tagamehe joosep poklaga,leedulasest keskmängija,leedulasest keskmängija,12,leedulasest,sg el,leedulane,13,keskmängija,sg n,keskmängija,elative_attribute,,elative_attribute,elative_attribute
4956019,""" Statistika kinnitab , et värvipimeduse annab enamasti edasi ema meessoost järglastele .",ema meessoost järglastele,meessoost järglastele,meessoost järglane,11,meessoost,sg el,meessugu,12,järglastele,pl all,järglane,other,collective,other,other
9399683,"Ameeriklase Arthur Milleri nime nimetati näitekirjanike hulgast kõige rohkem , kuid talle hingasid suisa kuklasse inglane Harold Pinter ning iirlasest Nobeli kirjanduspreemia laureaat aastast 1969 Samuel Beckett .",ning iirlasest nobeli kirjanduspreemia laureaat aastast 1969 samuel beckett,iirlasest laureaat,iirlasest laureaat,20,iirlasest,sg el,iirlane,23,laureaat,sg n,laureaat,elative_attribute,,elative_attribute,elative_attribute
6705157,"Enne "" tööle asumist "" oli narkomaanist diiler süstinud endale järjekordse annuse heroiini , mistõttu jäi ta vahistamise järel apaatselt põrandale lamama .",narkomaanist diiler,narkomaanist diiler,narkomaanist diiler,7,narkomaanist,sg el,narkomaan,8,diiler,sg n,diiler,elative_attribute,,elative_attribute,elative_attribute
3950778,"Päästekeskus sai teate tulekahjust Tallinnas Viljandi maanteel kell 3.39 ning sündmuskohal selgus , et süttinud on metallist angaar mõõtmetega 20 x 50 meetrit .",metallist angaar,metallist angaar,metallist angaar,17,metallist,sg el,metall,18,angaar,sg n,angaar,elative_material,,elative_material,elative_material
8418365,Soovida jättis tegelaste käitumismotiivide psühholoogiline põhjendatus - näiteks jäi arusaamatuks talutütre Elli ( Triinu Meriste ) aprioorne võimukus ning tema sõdurist venna passiivsus .,ning tema sõdurist venna passiivsus,sõdurist passiivsus,sõdurist passiivsus,21,sõdurist,sg el,sõdur,23,passiivsus,sg n,passiivsus,error,syntax,elative_attribute,elative_attribute
3001565,"Matemaatikaõpetajast klassijuhataja Kadri Pensa ütleb , et ühe Andruse tüki etendasid klassivennad ka ära .",matemaatikaõpetajast klassijuhataja kadri pensa,matemaatikaõpetajast klassijuhataja,matemaatikaõpetajast klassijuhataja,1,matemaatikaõpetajast,sg el,matemaatikaõpetaja,2,klassijuhataja,sg n,klassijuhataja,elative_attribute,,elative_attribute,elative_attribute
14478519,"KORVPALL Tallinna BC Kalev/Cramo juht Ivar Valdmaa ei soovinud eile kommenteerida küsimust , kas nad kaaluvad ameeriklasest tagamehest Marlon Parmerist loobumist ja tema asemel uue leegionäri otsimist .",ameeriklasest tagamehest marlon parmerist,ameeriklasest tagamehest,ameeriklasest tagamees,19,ameeriklasest,sg el,ameeriklane,20,tagamehest,sg el,tagamees,elative_attribute,,elative_attribute,elative_attribute
4857661,Aktsiad noteeritakse Oslo Väärtpaberibörsil ja New Yorgi Väärtpaberibörsil pärast 29. maist 15. juunini toimuvat märkimispereioodi institutsioonilistele investoritele ja 31. maist 15. juunini toimuvat märkimisperioodi erainvestoritele .,ja 31. maist 15. juunini toimuvat märkimisperioodi erainvestoritele,maist märkimisperioodi,maist märkimisperiood,20,maist,sg el,mai,24,märkimisperioodi,sg p,märkimisperiood,error,syntax,other,other
1496485,"Pranas Mickeviciuse nimi kerkis avalikkuse huviorbiiti pärast mõni kuu tagasi peetud suurejoonelist pulmapidu Sitsiilias , kuhu leedu rahvusest Eesti ärimees Pranas Mickevicius sõidutas suure osa siinsest ärieliidist .",leedu rahvusest eesti ärimees pranas mickevicius,rahvusest ärimees,rahvusest ärimees,18,rahvusest,sg el,rahvus,20,ärimees,sg n,ärimees,other,collective,other,other
8910107,""" Ma tunnistan , ma ei küsinud seda niivõrd puhtsüdamlikust uurijahuvist teooria vastu kui uuristajahuvist akadeemiku kallal .",niivõrd puhtsüdamlikust uurijahuvist teooria vastu kui uuristajahuvist akadeemiku kallal,uurijahuvist teooria,uurijahuvist teooria,11,uurijahuvist,sg el,uurijahuvi,12,teooria,sg g,teooria,other,government,other,other
9702642,"Et nad siin olemas olid , tundus mulle väga naljakas maamajast puupliit ja ahi välja lõhkuda .",mulle väga naljakas maamajast puupliit ja ahi välja lõhkuda,maamajast puupliit,maamajast puupliit,11,maamajast,sg el,maamaja,12,puupliit,sg n,puupliit,error,syntax,other,other
1364219,Isamaaliitlasest abilinnapea Sulev Alajõe nimetas Einar Kelderit reeturiks .,isamaaliitlasest abilinnapea sulev alajõe,isamaaliitlasest abilinnapea,isamaaliitlasest abilinnapea,1,isamaaliitlasest,sg el,isamaaliitlane,2,abilinnapea,sg n,abilinnapea,elative_attribute,,elative_attribute,elative_attribute
2659551,Üleeile muretsesin endale näiteks tšiillasest kirjasõbra .,näiteks tšiillasest kirjasõbra,tšiillasest kirjasõbra,tšiillasest kirjasõber,5,tšiillasest,sg el,tšiillane,6,kirjasõbra,sg g,kirjasõber,elative_attribute,,elative_attribute,elative_attribute
12133826,"Volvo pesamuna S40 säilitas mudelivahetuse käigus küll nime , kuid Ford Focus C-Maxi ja Mazda3-ga autopõhja jagav sedaan on sootuks teine tera kui Mitsubishi Carisma sugulasest eelkäija igast otsast ehtne rootsi värk nagu magus heeringaski .",kui mitsubishi carisma sugulasest eelkäija igast otsast,sugulasest eelkäija,sugulasest eelkäija,26,sugulasest,sg el,sugulane,27,eelkäija,sg n,eelkäija,elative_attribute,,elative_attribute,elative_attribute
11384726,Kohast võrkpalliliigas loobub teine Tartu klubi Schenker BTL .,kohast võrkpalliliigas,kohast võrkpalliliigas,kohast võrkpalliliiga,1,kohast,sg el,koht,2,võrkpalliliigas,sg in,võrkpalliliiga,error,syntax,other,other
13818975,""" Toitu tuleb valmistada armastuse ja pühendumisega jumalale , siis saab ta eriti maitsev , "" ütleb kokakunstist lugu pidav Gandharvika .",kokakunstist lugu,kokakunstist lugu,kokakunstist lugu,18,kokakunstist,sg el,kokakunst,19,lugu,sg p,lugu,other,verbal idiom,other,other
8876872,"Wismari haigla peaarsti asetäitja Jaanus Mumma puutub inimestega , kes tahavad oma haiguseks kasvanud joomisharjumustega lõpuks midagi peale hakata , kokku päevast päeva .",", kokku päevast päeva",päevast päeva,päevast päev,22,päevast,sg el,päev,23,päeva,sg p,päev,other,KUST KUHU,other,other
5763732,"Lisaks leiti talust peegel narkokahtlusega aine jälgedega ja kott pruunide taimelehtedega , mis saadeti aine tuvastamiseks koos kanepitaimedega ekspertiisi .","talust peegel ja kott pruunide taimelehtedega , mis saadeti aine tuvastamiseks koos kanepitaimedega ekspertiisi",talust peegel,talust peegel,3,talust,sg el,talu,4,peegel,sg n,peegel,error,syntax,other,other
5681384,"Roostevabast terasest kööginõud ei reageeri hapete ega teiste ühenditega , seepärast võib neis ka valmis toitu säilitada .",roostevabast terasest kööginõud,terasest kööginõud,terasest kööginõu,2,terasest,sg el,teras,3,kööginõud,pl n,kööginõu,elative_material,,elative_material,elative_material
13700562,Memmepojast rokikuningaks,memmepojast rokikuningaks,memmepojast rokikuningaks,memmepojast rokikuningas,1,memmepojast,sg el,memmepoeg,2,rokikuningaks,sg tr,rokikuningas,elative_attribute,,elative_attribute,other
9988663,"Usuasjade volinik Kivi kirjutas 1947. aastal aruandes Moskvale : “ ENSV oludes tuleb kõige enam arvestada luteri usku , sest ta haarab umbes 3/4 eesti rahvusest elanikkonda ja vaatamata kõigile nähetele omab küllaltki sügava autoriteedi . ”",umbes 3 / 4 eesti rahvusest elanikkonda,rahvusest elanikkonda,rahvusest elanikkond,28,rahvusest,sg el,rahvus,29,elanikkonda,sg p,elanikkond,other,collective,other,other
12573074,"Juba tegelaste loetelu toob näole kerge muige : kuningas Arnold , kuninganna Ingrid , Vene regent Karl , Karli soosik Toome , öövaht Sink , Singi vend Edgar , kamina elanik Kama , läänest tulija Mariann , idast tulija Enn .",", läänest tulija mariann",läänest tulija,läänest tulija,34,läänest,sg el,lääs,35,tulija,sg n,tulija,other,ja-ending,other,other
8211385,"Tegevust leidis linlasest taluperenaine ka mujal kui laudas ja põllul , ta sulandus kiiresti taluperenaiste seltsi liikmeks .",linlasest taluperenaine,linlasest taluperenaine,linlasest taluperenaine,3,linlasest,sg el,linlane,4,taluperenaine,sg n,taluperenaine,elative_attribute,,elative_attribute,elative_attribute
2737196,"Indiast pärist 24-aastane kolmekordne Rahvaste Ühenduse mängude võitja , kes on kahel korral tulnud ka kadettide maailmameistriks ja tänavu Aasia meistrivõistlustel hõbedale , pidi ise langema veerandfinalis ja seega pole eestlasel asja ka lohutusringi , kirjutab  .","indiast pärist 24-aastane kolmekordne rahvaste ühenduse mängude võitja , kes on kahel korral tulnud ka kadettide maailmameistriks ja tänavu aasia meistrivõistlustel hõbedale ,",pärist võitja,pärist võitja,2,pärist,sg el,pär,8,võitja,sg n,võitja,error,misspelling,other,other
3376097,Jaansoni usku aitab toita koostöö USA-s töötava ukrainlasest treeneri Igor Grinkoga .,usa-s töötava ukrainlasest treeneri igor grinkoga,ukrainlasest treeneri,ukrainlasest treener,8,ukrainlasest,sg el,ukrainlane,9,treeneri,sg g,treener,elative_attribute,,elative_attribute,elative_attribute
3790810,""" Likvideerimine korraldati Pariisis , et Briti salateenistus pääseks vastutusest , "" väitis Babel , lisades , et printsessi araablasest austaja kohalolek pidi agentide arvates kahandama avalikkuse kaastunnet .",printsessi araablasest austaja,araablasest austaja,araablasest austaja,20,araablasest,sg el,araablane,21,austaja,sg g,austaja,elative_attribute,,elative_attribute,elative_attribute
8136593,"See pere elas Tähe tänav 19 ja koosnes vanahärra Absalonist , tema naisest , naiseõest tädi Emmyst ja tütrest .",", naiseõest tädi emmyst ja tütrest",naiseõest tädi,naiseõest tädi,15,naiseõest,sg el,naiseõde,16,tädi,sg n,tädi,elative_attribute,,other,other
1895843,Naiste kaugushüppes jäi venelannast maailmameistril Ljudmilla Galkinal seitsmest meetrist puudu ainult üks sentimeeter .,venelannast maailmameistril,venelannast maailmameistril,venelannast maailmameister,4,venelannast,sg el,venelanna,5,maailmameistril,sg ad,maailmameister,elative_attribute,,elative_attribute,elative_attribute
4345098,"Akadeemia raamatukogu direktorid olid 1954.-1961. aastani Ksenia Tohver , 1961.-1983. aastani Felix Kauba ja alates 1984. aastast Maive Triipan .",ja alates 1984. aastast maive triipan,aastast maive,aastast Maive,21,aastast,sg el,aasta,22,maive,sg n,Maive,other,conjunction,other,other
14742395,"Noorte ja oma tööalase karjääriga rahulolematute inimeste nõustamiseks mõeldud raamat sisaldab üldist tööotsimisega seonduvat teavet ja ülevaate poolteisestsajast ametist , tuues ära põhilise töö iseloomu ja selleks vajalikud eeldused ja oskused .",poolteisestsajast ametist,poolteisestsajast ametist,poolteisestsajast amet,18,poolteisestsajast,sg el,poolteisestsaja,19,ametist,sg el,amet,other,quantifier construction,other,other
6040521,Kasvust suurima osa andis pangakaartide väljastamisest saadud tulu .,kasvust suurima osa,kasvust osa,kasvust osa,1,kasvust,sg el,kasv,3,osa,sg g,osa,other,government,other,other
7264933,Radioloogiaõde Marika Tepp tutvustas esitlusest osavõtnutele Heli Holmist tehtud röntgeniülesvõtte näitel seadmete käsitsemist ja võimalusi .,esitlusest osavõtnutele,esitlusest osavõtnutele,esitlusest osavõtnu,5,esitlusest,sg el,esitlus,6,osavõtnutele,pl all,osavõtnu,other,u-ending,other,other
14945694,( 8 ) Katastrile andmete esitamise ja katastrist andmete väljastamise üle peab katastripidaja arvestust elektrooniliselt .,katastrist andmete,katastrist andmete,katastrist andmed,8,katastrist,sg el,kataster,9,andmete,pl g,andmed,error,syntax,other,other
14959961,"Fondist toetuse saamisel antakse prioriteet projektidele , mis toovad kasu piirkondadele , kus esineb erilisi raskusi rahuldavate tootmisstruktuuride väljaarendamisel ja mis vastavad ka ühele järgmistest kriteeriumidest :",fondist toetuse,fondist toetuse,fondist toetus,1,fondist,sg el,fond,2,toetuse,sg g,toetus,error,syntax,other,other
14305309,Teekonnal soojussõlmest korterisse läheb vesi 5 korda kallimaks,soojussõlmest korterisse,soojussõlmest korterisse,soojussõlmest korter,2,soojussõlmest,sg el,soojussõlm,3,korterisse,sg ill,korter,error,syntax,other,other
7646518,"27. august - Jaanus Kuum , esimene eestlasest profijalgrattur .",", esimene eestlasest profijalgrattur",eestlasest profijalgrattur,eestlasest profijalgrattur,8,eestlasest,sg el,eestlane,9,profijalgrattur,sg n,profijalgrattur,elative_attribute,,elative_attribute,elative_attribute
2741888,"Seetõttu kogus Tallinna ülikooli ( TLÜ ) rektor Rein Raud ühte loengusaali TLÜ poliitikateooria professori Rein Ruutsoo , ajaloolasest poliitiku Mart Laari , TLÜ ajaloo instituudi direktori Magnus Ilmjärve ja humanitaarinstituudi kultuuriteooria lektori Marek Tamme , et lasta neil sõbralikus akadeemilises õhkkonnas mõtteid vahetada .",", ajaloolasest poliitiku mart laari",ajaloolasest poliitiku,ajaloolasest poliitik,19,ajaloolasest,sg el,ajaloolane,20,poliitiku,sg g,poliitik,elative_attribute,,elative_attribute,elative_attribute
9096788,"Üks kahest Hale-Boppi komeedi avastajast USA astronoom Alan Hale on aga väitnud , et kogu vaidlus Pluuto staatuse üle on mõttetu .",üks kahest hale-boppi komeedi avastajast usa astronoom alan hale,avastajast astronoom,avastajast astronoom,5,avastajast,sg el,avastaja,7,astronoom,sg n,astronoom,elative_attribute,,elative_attribute,elative_attribute
12766671,"Tänapäeval kulutavad araabia riigid kõigest 0,15 percent ; rahvuslikust kogutoodangust teadustööle .",; rahvuslikust kogutoodangust teadustööle,kogutoodangust teadustööle,kogutoodangust teadustöö,10,kogutoodangust,sg el,kogutoodang,11,teadustööle,sg all,teadustöö,error,syntax,other,other
4170446,"350-pealine publik A.le Coq Arenal hakkas juba mõtlema lisaajast ja penaltiseeriast , kui neli minutit enne mängu lõppu avas karistuslöögist skoori vaid kolm minutit platsil viibida jõudnud Konstantin Nahk .",karistuslöögist skoori,karistuslöögist skoori,karistuslöögist skoor,22,karistuslöögist,sg el,karistuslöök,23,skoori,sg g,skoor,error,syntax,other,other
5251889,Füüsilisest isikust Klient võib suhelda ET-ga ja teha tehinguid isiklikult või esindaja kaudu .,füüsilisest isikust klient,isikust klient,isikust klient,2,isikust,sg el,isik,3,klient,sg n,klient,elative_attribute,,elative_attribute,other
15553702,"Töötoas osalemiseks on vaja osta kassast muuseumipilet ( lastepilet 15 , täiskasvanute oma 30 krooni ) ning materjalikomplekt ( 15 krooni ) .","kassast muuseumipilet ( lastepilet 15 , täiskasvanute oma 30 krooni ) ning materjalikomplekt ( 15 krooni )",kassast muuseumipilet,kassast muuseumipilet,6,kassast,sg el,kassa,7,muuseumipilet,sg n,muuseumipilet,error,syntax,other,other
7486997,"Erikonstruktsiooniga plastmassist panipaiga maht on 8,5 kuni 9 m² ning ta on jagatud vähemalt kolme sektsiooni .",erikonstruktsiooniga plastmassist panipaiga,plastmassist panipaiga,plastmassist panipaik,2,plastmassist,sg el,plastmass,3,panipaiga,sg g,panipaik,elative_material,,elative_material,elative_material
10406566,"Grahamist ilma jäänud Leeds kaotas kodus Leicesterile , kelle iirlasest treener Martin O'Neill on Leedsi omanike esimene valik shotlasele asendaja otsimisel .",", kelle iirlasest treener martin o ' neill",iirlasest treener,iirlasest treener,10,iirlasest,sg el,iirlane,11,treener,sg n,treener,elative_attribute,,elative_attribute,elative_attribute
11477645,"Siri Allvee , füüsilisest isikust ettevõtja , elukoht Sõmeru vald , Lääne-Virumaa , isikukood 45206195223 .",", füüsilisest isikust ettevõtja",isikust ettevõtja,isikust ettevõtja,5,isikust,sg el,isik,6,ettevõtja,sg n,ettevõtja,elative_attribute,,elative_attribute,other
7767208,Mõne aasta eest tabas teda raske hoop : tapeti tema Moskvasse jäänud alla 30aastane ärimehest poeg .,moskvasse jäänud 30aastane ärimehest poeg,ärimehest poeg,ärimehest poeg,15,ärimehest,sg el,ärimees,16,poeg,sg n,poeg,elative_attribute,,elative_attribute,elative_attribute
10434114,"x luuad , puidust põllumajandustarbed ,",", puidust põllumajandustarbed",puidust põllumajandustarbed,puidust põllumajandustarve,4,puidust,sg el,puit,5,põllumajandustarbed,pl n,põllumajandustarve,elative_material,,elative_material,elative_material
1979769,"Seejärel kukutas ta loosungi all "" Mina või kaos "" putšiga sotsialistist presidendi Salvador Allende .",putšiga sotsialistist presidendi salvador allende,sotsialistist presidendi,sotsialistist president,12,sotsialistist,sg el,sotsialist,13,presidendi,sg g,president,elative_attribute,,elative_attribute,elative_attribute
15555587,"Balti liiga leedulasest tegevjuht Mindaugas Balciunas leidis , et lauakohtunike eksimused olid piisavalt rängad , et Gulbene võit tühistada .",balti liiga leedulasest tegevjuht mindaugas balciunas,leedulasest tegevjuht,leedulasest tegevjuht,3,leedulasest,sg el,leedulane,4,tegevjuht,sg n,tegevjuht,elative_attribute,,elative_attribute,elative_attribute
1682101,Valatud ja poroloonist polsterdusega saabas toetab küll hästi,ja poroloonist polsterdusega,poroloonist polsterdusega,poroloonist polsterdus,3,poroloonist,sg el,poroloon,4,polsterdusega,sg kom,polsterdus,elative_material,,elative_material,elative_material
5008391,"Kohtu määruse järgi peab Fomin ( 25 ) olema vahi all vähemalt kuni 1. juunini , tema mõrvarist kuriteokaaslane Eduard Vintsevitš ( 25 ) aga vähemalt kuni 1. augustini , ütles politseiameti pressiesindaja BNS-ile .",", tema mõrvarist kuriteokaaslane eduard vintsevitš ( 25 ) aga vähemalt kuni 1. augustini",mõrvarist kuriteokaaslane,mõrvarist kuriteokaaslane,18,mõrvarist,sg el,mõrvar,19,kuriteokaaslane,sg n,kuriteokaaslane,elative_attribute,,elative_attribute,elative_attribute
9619868,"Residentsis elab möödunud aasta kevadest minister Toomas Hendrik Ilves , seal peatub ka tema tippteadlasest abikaasa Merry Bullock .",ka tema tippteadlasest abikaasa merry bullock,tippteadlasest abikaasa,tippteadlasest abikaasa,15,tippteadlasest,sg el,tippteadlane,16,abikaasa,sg n,abikaasa,elative_attribute,,elative_attribute,elative_attribute
8816733,Sajast ja kahestsajast aastast oli vana Körber tookord kõnelnud .,ja kahestsajast aastast,kahestsajast aastast,kahestsajast aasta,3,kahestsajast,sg el,kahestsaja,4,aastast,sg el,aasta,other,quantifier construction,other,other
3866674,"64,0 protsenti küsitlusest osavõtnuist hääletas piirangute poolt , 36,0 protsenti piirangute vastu , teatas linnavalitsus .",küsitlusest osavõtnuist,küsitlusest osavõtnuist,küsitlusest osavõtnu,3,küsitlusest,sg el,küsitlus,4,osavõtnuist,pl el,osavõtnu,other,u-ending,other,other
12369539,"Šultsi sõnul pole politseil infot , et armeenlaste kioski juurest leitud lõhkekeha võiks olla seotud kahe armeenlasest ärimehe tapmisega Tallinnas eelmise aasta viimastel päevadel .",kahe armeenlasest ärimehe,armeenlasest ärimehe,armeenlasest ärimees,17,armeenlasest,sg el,armeenlane,18,ärimehe,sg g,ärimees,elative_attribute,,elative_attribute,elative_attribute
